Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed
2011/12,Detroit,F,"Conner, Chris",Hand,$0.550m,$60k,9
2011/12,Detroit,F,"Datsyuk, Pavel",Knee,$6.700m,$899k,11
2011/12,Detroit,F,"Datsyuk, Pavel",Lower body,$6.700m,$82k,1
2011/12,Detroit,F,"Eaves, Patrick",Back,$1.200m,$44k,3
2011/12,Detroit,F,"Eaves, Patrick",Jaw,$1.200m,$878k,60
2011/12,Detroit,F,"Filppula, Valtteri",Leg,$3.000m,$37k,1
2011/12,Detroit,F,"Franzen, Johan",Back,$3.955m,$241k,5
2011/12,Detroit,F,"Helm, Darren",Groin,$0.913m,$45k,4
2011/12,Detroit,F,"Helm, Darren",Knee,$0.913m,$111k,10
2011/12,Detroit,F,"Holmstrom, Tomas",Groin,$1.875m,$114k,5
2011/12,Detroit,F,"Holmstrom, Tomas",Lower body,$1.875m,$23k,1
2011/12,Detroit,D,"Commodore, Mike",Ankle,$1.000m,$37k,3
2011/12,Detroit,D,"Commodore, Mike",Back,$1.000m,$98k,8
2011/12,Detroit,D,"Ericsson, Jonathan",Wrist,$3.250m,$515k,13
2011/12,Detroit,D,"Kindl, Jakub",Undisclosed,$0.883m,$22k,2
2011/12,Detroit,D,"Kindl, Jakub",Upper body,$0.883m,$86k,8
2011/12,Detroit,D,"Lidstrom, Nicklas",Ankle,$6.200m,$832k,11
2011/12,Detroit,D,"Lidstrom, Nicklas",Flu,$6.200m,$76k,1
2011/12,Detroit,D,"Quincey, Kyle",Groin,$3.125m,$38k,1
2011/12,Detroit,D,"Stuart, Brad",Flu,$3.750m,$46k,1
2011/12,Detroit,D,"White, Ian",Cheek,$2.875m,$140k,4
2011/12,Detroit,G,"Howard, Jimmy",Finger,$2.250m,$220k,8
2011/12,Detroit,G,"Howard, Jimmy",Groin,$2.250m,$82k,3
2011/12,Detroit,G,"Howard, Jimmy",Groin,$2.250m,$110k,4
2011/12,Detroit,G,"MacDonald, Joey",Back,$0.550m,$67k,10
2011/12,Edmonton,F,"Belanger, Eric",Leg,$1.750m,$64k,3
2011/12,Edmonton,F,"Eager, Ben",Back,$1.100m,$40k,3
2011/12,Edmonton,F,"Eager, Ben",Back,$1.100m,$80k,6
2011/12,Edmonton,F,"Eager, Ben",Concussion,$1.100m,$40k,3
2011/12,Edmonton,F,"Eager, Ben",Flu,$1.100m,$27k,2
2011/12,Edmonton,F,"Eager, Ben",Upper body,$1.100m,$27k,2
2011/12,Edmonton,F,"Eberle, Jordan",Knee,$1.158m,$56k,4
2011/12,Edmonton,F,"Gagner, Sam",Ankle,$2.275m,$166k,6
2011/12,Edmonton,F,"Gagner, Sam",Back,$2.275m,$28k,1
2011/12,Edmonton,F,"Hall, Taylor",Concussion,$3.750m,$503k,11
2011/12,Edmonton,F,"Hall, Taylor",Head,$3.750m,$91k,2
2011/12,Edmonton,F,"Hall, Taylor",Shoulder,$3.750m,$320k,7
2011/12,Edmonton,F,"Hemsky, Ales",Illness,$4.100m,$100k,2
2011/12,Edmonton,F,"Hemsky, Ales",Shoulder,$4.100m,$550k,11
2011/12,Edmonton,F,"Horcoff, Shawn",Back,$5.500m,$67k,1
2011/12,Edmonton,F,"Hordichuk, Darcy",Knee,$0.825m,$161k,16
2011/12,Edmonton,F,"Lander, Anton",Hand,$0.900m,$33k,3
2011/12,Edmonton,F,"Nugent-Hopkins, Ryan",Shoulder,$3.775m,$322k,7
2011/12,Edmonton,F,"Nugent-Hopkins, Ryan",Upper body,$3.775m,$598k,13
2011/12,Edmonton,F,"O'Marra, Ryan",Flu,$0.735m,$9k,1
2011/12,Edmonton,F,"Omark, Linus",Undisclosed,$0.875m,$11k,1
2011/12,Edmonton,F,"Petrell, Lennart",Groin,$0.900m,$33k,3
2011/12,Edmonton,D,"Barker, Cam",Ankle,$2.250m,$960k,35
2011/12,Edmonton,D,"Barker, Cam",Shoulder,$2.250m,$82k,3
2011/12,Edmonton,D,"Gilbert, Tom",Knee,$4.000m,$683k,14
2011/12,Edmonton,D,"Peckham, Theo",Concussion,$1.075m,$79k,6
2011/12,Edmonton,D,"Peckham, Theo",Facial,$1.075m,$197k,15
2011/12,Edmonton,D,"Petry, Jeff",Facial,$1.000m,$24k,2
2011/12,Edmonton,D,"Plante, Alex",Facial,$1.075m,$118k,9
2011/12,Edmonton,D,"Potter, Corey",Ankle,$0.525m,$77k,12
2011/12,Edmonton,D,"Potter, Corey",Concussion,$0.525m,$19k,3
2011/12,Edmonton,D,"Potter, Corey",Groin,$0.525m,$19k,3
2011/12,Edmonton,D,"Smid, Ladislav",Neck,$2.250m,$110k,4
2011/12,Edmonton,D,"Sutton, Andy",Groin,$2.125m,$181k,7
2011/12,Edmonton,D,"Whitney, Ryan",Ankle,$4.000m,$195k,4
2011/12,Edmonton,D,"Whitney, Ryan",Ankle,$4.000m,$683k,14
2011/12,Edmonton,D,"Whitney, Ryan",Knee,$4.000m,$634k,13
2011/12,Edmonton,G,"Khabibulin, Nikolai",Groin,$3.750m,$229k,5
2011/12,Florida,F,"Bergenheim, Sean",Lower body,$2.750m,$235k,7
2011/12,Florida,F,"Bergenheim, Sean",Lower body,$2.750m,$402k,12
2011/12,Florida,F,"Bradley, Matt",Upper body,$0.950m,$139k,12
2011/12,Florida,F,"Bradley, Matt",Upper body,$0.950m,$278k,24
2011/12,Florida,F,"Cullen, Matt",Upper body,$0.600m,$29k,4
2011/12,Florida,F,"Goc, Marcel",Head,$1.700m,$456k,22
2011/12,Florida,F,"Goc, Marcel",Lower body,$1.700m,$62k,3
2011/12,Florida,F,"Kopecky, Tomas",Back,$3.000m,$37k,1
2011/12,Florida,F,"Kopecky, Tomas",Undisclosed,$3.000m,$37k,1
2011/12,Florida,F,"Madden, John",Lower body,$0.600m,$7k,1
2011/12,Florida,F,"Madden, John",Lower body,$0.600m,$29k,4
2011/12,Florida,F,"Matthias, Shawn",Illness,$0.852m,$10k,1
2011/12,Florida,F,"Samuelsson, Mikael",Back,$2.500m,$152k,5
2011/12,Florida,F,"Samuelsson, Mikael",Groin,$2.500m,$610k,20
2011/12,Florida,F,"Samuelsson, Mikael",Lower body,$2.500m,$30k,1
2011/12,Florida,F,"Santorelli, Mike",Shoulder,$1.600m,$137k,7
2011/12,Florida,F,"Skille, Jack",Lower body,$0.825m,$10k,1
2011/12,Florida,F,"Skille, Jack",Shoulder,$0.825m,$70k,7
2011/12,Florida,F,"Skille, Jack",Shoulder,$0.825m,$131k,13
2011/12,Florida,F,"Skille, Jack",Shoulder,$0.825m,$151k,15
2011/12,Florida,F,"Sturm, Marco",Head,$2.250m,$384k,14
2011/12,Florida,F,"Sturm, Marco",Lower body,$2.250m,$357k,13
2011/12,Florida,F,"Upshall, Scottie",Hernia,$3.500m,"$1,024k",24
2011/12,Florida,F,"Upshall, Scottie",Upper body,$3.500m,"$1,280k",30
2011/12,Florida,F,"Versteeg, Kris",Flu,$3.083m,$38k,1
2011/12,Florida,F,"Versteeg, Kris",Undisclosed,$3.083m,$338k,9
2011/12,Florida,F,"Weiss, Stephen",Upper body,$3.100m,$76k,2
2011/12,Florida,D,"Garrison, Jason",Lower body,$0.675m,$41k,5
2011/12,Florida,D,"Gudbranson, Erik",Undisclosed,$3.200m,$78k,2
2011/12,Florida,D,"Jovanovski, Ed",Hand,$4.125m,$704k,14
2011/12,Florida,D,"Jovanovski, Ed",Hip,$4.125m,$50k,1
2011/12,Florida,D,"Kulikov, Dmitry",Knee,$1.325m,$372k,23
2011/12,Florida,D,"Kulikov, Dmitry",Lower body,$1.325m,$16k,1
2011/12,Florida,G,"Clemmensen, Scott",Knee,$1.200m,$161k,11
2011/12,Florida,G,"Clemmensen, Scott",Undisclosed,$1.200m,$73k,5
2011/12,Florida,G,"Markstrom, Jacob",Knee,$1.300m,$222k,14
2011/12,Florida,G,"Theodore, Jose",Illness,$1.500m,$18k,1
2011/12,Florida,G,"Theodore, Jose",Knee,$1.500m,$73k,4
2011/12,Florida,G,"Theodore, Jose",Knee,$1.500m,$91k,5
2011/12,Los Angeles,F,"Carter, Jeff",Ankle,$5.273m,$322k,5
2011/12,Los Angeles,F,"Fraser, Colin",Ankle,$0.825m,$151k,15
2011/12,Los Angeles,F,"Gagne, Simon",Concussion,$3.500m,"$1,963k",46
2011/12,Los Angeles,F,"Gagne, Simon",Undisclosed,$3.500m,$85k,2
2011/12,Los Angeles,F,"Parse, Scott",Lower body,$0.900m,$735k,67
2011/12,Los Angeles,F,"Penner, Dustin",Back,$4.250m,$52k,1
2011/12,Los Angeles,F,"Penner, Dustin",Hand,$4.250m,$466k,9
2011/12,Los Angeles,F,"Penner, Dustin",Lower body,$4.250m,$104k,2
2011/12,Los Angeles,F,"Richards, Mike",Upper body,$5.750m,$561k,8
2011/12,Los Angeles,F,"Stoll, Jarret",Lower body,$3.600m,$176k,4
2011/12,Los Angeles,F,"Westgarth, Kevin",Hand,$0.525m,$154k,24
2011/12,Los Angeles,D,"Doughty, Drew",Upper body,$7.000m,$427k,5
2011/12,Los Angeles,D,"Martinez, Alec",Upper body,$0.738m,$90k,10
2011/12,Los Angeles,D,"Mitchell, Willie",Groin,$3.500m,$128k,3
2011/12,Los Angeles,D,"Mitchell, Willie",Lower body,$3.500m,$128k,3
2011/12,Los Angeles,D,"Voynov, Slava",Upper body,$0.817m,$40k,4
2011/12,Minnesota,F,"Bouchard, Pierre-Marc",Concussion,$4.080m,"$2,040k",41
2011/12,Minnesota,F,"Bouchard, Pierre-Marc",Facial,$4.080m,$100k,2
2011/12,Minnesota,F,"Clutterbuck, Cal",Illness,$1.400m,$51k,3
2011/12,Minnesota,F,"Clutterbuck, Cal",Leg,$1.400m,$17k,1
2011/12,Minnesota,F,"Clutterbuck, Cal",Leg,$1.400m,$34k,2
2011/12,Minnesota,F,"Clutterbuck, Cal",Thigh,$1.400m,$17k,1
2011/12,Minnesota,F,"Clutterbuck, Cal",Undisclosed,$1.400m,$17k,1
2011/12,Minnesota,F,"Cullen, Matt",Finger,$3.500m,$341k,8
2011/12,Minnesota,F,"Cullen, Matt",Flu,$3.500m,$43k,1
2011/12,Minnesota,F,"Kassian, Matt",Finger,$0.513m,$6k,1
2011/12,Minnesota,F,"Kassian, Matt",Groin,$0.513m,$63k,10
2011/12,Minnesota,F,"Koivu, Mikko",Leg,$6.750m,$329k,4
2011/12,Minnesota,F,"Koivu, Mikko",Undisclosed,$6.750m,"$1,235k",15
2011/12,Minnesota,F,"Koivu, Mikko",Upper body,$6.750m,$659k,8
2011/12,Minnesota,F,"Latendresse, Guillaume",Concussion,$2.500m,$457k,15
2011/12,Minnesota,F,"Latendresse, Guillaume",Concussion,$2.500m,"$1,524k",50
2011/12,Minnesota,F,"Latendresse, Guillaume",Hip,$2.500m,$30k,1
2011/12,Minnesota,F,"McMillan, Carson",Lower body,$0.555m,$47k,7
2011/12,Minnesota,F,"Palmer, Jarod",Upper body,$0.735m,$385k,43
2011/12,Minnesota,F,"Palmieri, Nick",Upper body,$0.802m,$10k,1
2011/12,Minnesota,F,"Peters, Warren",Pinched nerve,$0.538m,$7k,1
2011/12,Minnesota,F,"Setoguchi, Devin",Ankle,$3.000m,$439k,12
2011/12,Minnesota,F,"Wellman, Casey",Wrist,$0.851m,$83k,8
2011/12,Minnesota,D,"Falk, Justin",Back,$0.605m,$81k,11
2011/12,Minnesota,D,"Falk, Justin",Leg,$0.605m,$74k,10
2011/12,Minnesota,D,"Kampfer, Steven",Knee,$0.850m,$41k,4
2011/12,Minnesota,D,"Lundin, Mike",Back,$1.000m,$232k,19
2011/12,Minnesota,D,"Lundin, Mike",Lower body,$1.000m,$305k,25
2011/12,Minnesota,D,"Scandella, Marco",Concussion,$0.846m,$41k,4
2011/12,Minnesota,D,"Scandella, Marco",Upper body,$0.846m,$10k,1
2011/12,Minnesota,D,"Spurgeon, Jared",Concussion,$0.527m,$58k,9
2011/12,Minnesota,D,"Spurgeon, Jared",Flu,$0.527m,$6k,1
2011/12,Minnesota,D,"Spurgeon, Jared",Lower body,$0.527m,$13k,2
2011/12,Minnesota,D,"Stoner, Clayton",Finger,$0.550m,$47k,7
2011/12,Minnesota,D,"Stoner, Clayton",Groin,$0.550m,$34k,5
2011/12,Minnesota,D,"Stoner, Clayton",Lower body,$0.550m,$114k,17
2011/12,Minnesota,D,"Zanon, Greg",Groin,$1.933m,$377k,16
2011/12,Minnesota,D,"Zanon, Greg",Upper body,$1.933m,$24k,1
2011/12,Minnesota,D,"Zidlicky, Marek",Concussion,$4.000m,$634k,13
2011/12,Minnesota,G,"Backstrom, Niklas",Flu,$6.000m,$146k,2
2011/12,Minnesota,G,"Backstrom, Niklas",Groin,$6.000m,$146k,2
2011/12,Minnesota,G,"Backstrom, Niklas",Lower body,$6.000m,$146k,2
2011/12,Minnesota,G,"Backstrom, Niklas",Lower body,$6.000m,$512k,7
2011/12,Minnesota,G,"Harding, Josh",Head,$0.750m,$37k,4
2011/12,Minnesota,G,"Harding, Josh",Undisclosed,$0.750m,$18k,2
2011/12,Montreal,F,"Blunden, Mike",Lower body,$0.615m,$150k,20
2011/12,Montreal,F,"Cammalleri, Mike",Leg,$6.000m,$220k,3
2011/12,Montreal,F,"Cammalleri, Mike",Lower body,$6.000m,$73k,1
2011/12,Montreal,F,"Darche, Mathieu",Dizziness,$0.700m,$179k,21
2011/12,Montreal,F,"Desharnais, David",Lower body,$0.850m,$10k,1
2011/12,Montreal,F,"Eller, Lars",Shoulder,$1.271m,$31k,2
2011/12,Montreal,F,"Engqvist, Andreas",Lower body,$0.900m,$110k,10
2011/12,Montreal,F,"Gionta, Brian",Arm,$5.000m,"$2,439k",40
2011/12,Montreal,F,"Gionta, Brian",Lower body,$5.000m,$671k,11
2011/12,Montreal,F,"Gomez, Scott",Concussion,$7.357m,"$1,077k",12
2011/12,Montreal,F,"Gomez, Scott",Eye,$7.357m,$179k,2
2011/12,Montreal,F,"Gomez, Scott",Groin,$7.357m,"$1,884k",21
2011/12,Montreal,F,"Gomez, Scott",Upper body,$7.357m,$807k,9
2011/12,Montreal,F,"Kostitsyn, Andrei",Lower body,$3.250m,$396k,10
2011/12,Montreal,F,"Leblanc, Louis",Flu,$1.170m,$14k,1
2011/12,Montreal,F,"Moen, Travis",Foot,$1.500m,$37k,2
2011/12,Montreal,F,"Moen, Travis",Upper body,$1.500m,$91k,5
2011/12,Montreal,F,"Moen, Travis",Upper body,$1.500m,$494k,27
2011/12,Montreal,F,"Nokelainen, Petteri",Leg,$0.550m,$87k,13
2011/12,Montreal,F,"Nokelainen, Petteri",Upper body,$0.550m,$20k,3
2011/12,Montreal,F,"Palushaj, Aaron",Eye,$0.883m,$22k,2
2011/12,Montreal,F,"Plekanec, Tomas",Flu,$5.000m,$61k,1
2011/12,Montreal,F,"White, Ryan",Headache,$0.625m,$23k,3
2011/12,Montreal,F,"White, Ryan",Hernia,$0.625m,$404k,53
2011/12,Montreal,D,"Campoli, Chris",Leg,$1.750m,$619k,29
2011/12,Montreal,D,"Diaz, Raphael",Flu,$0.900m,$22k,2
2011/12,Montreal,D,"Diaz, Raphael",Lower body,$0.900m,$176k,16
2011/12,Montreal,D,"Emelin, Alexei",Upper body,$0.984m,$12k,1
2011/12,Montreal,D,"Gill, Hal",Flu,$2.250m,$137k,5
2011/12,Montreal,D,"Kaberle, Tomas",Upper body,$4.250m,$518k,10
2011/12,Montreal,D,"Markov, Andrei",Knee,$5.750m,"$4,768k",68
2011/12,Montreal,D,"Markov, Andrei",Upper body,$5.750m,$70k,1
2011/12,Montreal,D,"Spacek, Jaroslav",Upper body,$3.833m,$234k,5
2011/12,Montreal,D,"Spacek, Jaroslav",Upper body,$3.833m,$561k,12
2011/12,Montreal,D,"Weber, Yannick",Lower body,$0.850m,$41k,4
2011/12,Montreal,D,"Weber, Yannick",Lower body,$0.850m,$73k,7
2011/12,Montreal,G,"Price, Carey",Concussion,$2.750m,$101k,3
2011/12,Nashville,F,"Erat, Martin",Upper body,$4.500m,$110k,2
2011/12,Nashville,F,"Erat, Martin",Upper body,$4.500m,$439k,8
2011/12,Nashville,F,"Fisher, Mike",Flu,$4.200m,$51k,1
2011/12,Nashville,F,"Fisher, Mike",Shoulder,$4.200m,$359k,7
2011/12,Nashville,F,"Fisher, Mike",Upper body,$4.200m,$51k,1
2011/12,Nashville,F,"Gaustad, Paul",Upper body,$2.300m,$56k,2
2011/12,Nashville,F,"Gaustad, Paul",Upper body,$2.300m,$112k,4
2011/12,Nashville,F,"Geoffrion, Blake",Arm,$1.063m,$78k,6
2011/12,Nashville,F,"Hornqvist, Patric",Lower body,$3.083m,$38k,1
2011/12,Nashville,F,"Hornqvist, Patric",Upper body,$3.083m,$188k,5
2011/12,Nashville,F,"Kostitsyn, Sergei",Leg,$2.500m,$61k,2
2011/12,Nashville,F,"Kostitsyn, Sergei",Lower body,$2.500m,$61k,2
2011/12,Nashville,F,"Kostitsyn, Sergei",Upper body,$2.500m,$61k,2
2011/12,Nashville,F,"Legwand, David",Upper body,$4.500m,$220k,4
2011/12,Nashville,F,"McGrattan, Brian",Upper body,$0.600m,$205k,28
2011/12,Nashville,F,"O'Reilly, Cal",Groin,$1.050m,$26k,2
2011/12,Nashville,F,"Smith, Craig",Flu,$0.715m,$17k,2
2011/12,Nashville,F,"Smithson, Jerred",Lower body,$0.800m,$49k,5
2011/12,Nashville,F,"Smithson, Jerred",Upper body,$0.800m,$20k,2
2011/12,Nashville,F,"Spaling, Nick",Lower body,$1.050m,$64k,5
2011/12,Nashville,F,"Tootoo, Jordin",Upper body,$1.250m,$15k,1
2011/12,Nashville,F,"Wilson, Colin",Groin,$1.725m,$63k,3
2011/12,Nashville,F,"Wilson, Colin",Upper body,$1.725m,$63k,3
2011/12,Nashville,D,"Bouillon, Francis",Concussion,$1.350m,$115k,7
2011/12,Nashville,D,"Bouillon, Francis",Groin,$1.350m,$82k,5
2011/12,Nashville,D,"Bouillon, Francis",Upper body,$1.350m,$49k,3
2011/12,Nashville,D,"Ellis, Ryan",Flu,$1.440m,$18k,1
2011/12,Nashville,D,"Josi, Roman",Upper body,$1.000m,$110k,9
2011/12,Nashville,D,"Klein, Kevin",Ankle,$1.350m,$33k,2
2011/12,Nashville,D,"Klein, Kevin",Illness,$1.350m,$99k,6
2011/12,Nashville,D,"Klein, Kevin",Undisclosed,$1.350m,$132k,8
2011/12,Nashville,D,"Laakso, Teemu",Back,$0.675m,$82k,10
2011/12,Nashville,D,"Suter, Ryan",Upper body,$3.500m,$128k,3
2011/12,Nashville,D,"Weber, Shea",Concussion,$7.500m,$366k,4
2011/12,New Jersey,F,"Boulton, Eric",Hand,$0.663m,$137k,17
2011/12,New Jersey,F,"Carter, Ryan",Hand,$0.750m,$82k,9
2011/12,New Jersey,F,"Clarkson, David",Lower body,$2.667m,$33k,1
2011/12,New Jersey,F,"Elias, Patrik",Illness,$6.000m,$73k,1
2011/12,New Jersey,F,"Henrique, Adam",Groin,$0.854m,$21k,2
2011/12,New Jersey,F,"Henrique, Adam",Groin,$0.854m,$31k,3
2011/12,New Jersey,F,"Janssen, Cam",Chest,$0.525m,$19k,3
2011/12,New Jersey,F,"Josefson, Jacob",Collarbone,$0.900m,$395k,36
2011/12,New Jersey,F,"Josefson, Jacob",Wrist,$0.900m,$22k,2
2011/12,New Jersey,F,"Kovalchuk, Ilya",Lower body,$6.667m,$407k,5
2011/12,New Jersey,F,"Ponikarovsky, Alexei",Leg,$1.500m,$55k,3
2011/12,New Jersey,F,"Zajac, Travis",Achilles,$3.888m,"$1,422k",30
2011/12,New Jersey,F,"Zajac, Travis",Achilles,$3.888m,"$1,754k",37
2011/12,New Jersey,D,"Foster, Kurtis",Back,$1.800m,$44k,2
2011/12,New Jersey,D,"Greene, Andy",Ankle,$3.000m,$805k,22
2011/12,New Jersey,D,"Greene, Andy",Back,$3.000m,$37k,1
2011/12,New Jersey,D,"Greene, Andy",Lower body,$3.000m,$73k,2
2011/12,New Jersey,D,"Greene, Andy",Undisclosed,$3.000m,$37k,1
2011/12,New Jersey,D,"Larsson, Adam",Back,$0.925m,$113k,10
2011/12,New Jersey,D,"Tallinder, Henrik",Back,$3.375m,$247k,6
2011/12,New Jersey,D,"Tallinder, Henrik",Leg,$3.375m,"$1,523k",37
2011/12,New Jersey,D,"Volchenkov, Anton",Hand,$4.250m,$155k,3
2011/12,New Jersey,D,"Volchenkov, Anton",Lower body,$4.250m,$104k,2
2011/12,New Jersey,D,"Volchenkov, Anton",Lower body,$4.250m,$207k,4
2011/12,New Jersey,G,"Brodeur, Martin",Ankle,$5.200m,$63k,1
2011/12,New Jersey,G,"Brodeur, Martin",Shoulder,$5.200m,$380k,6
2011/12,NY Islanders,F,"Bailey, Josh",Back,$1.050m,$26k,2
2011/12,NY Islanders,F,"Cizikas, Casey",Flu,$0.900m,$22k,2
2011/12,NY Islanders,F,"Cizikas, Casey",Upper body,$0.900m,$55k,5
2011/12,NY Islanders,F,"Gillies, Trevor",Groin,$0.625m,$23k,3
2011/12,NY Islanders,F,"Grabner, Michael",Flu,$3.000m,$73k,2
2011/12,NY Islanders,F,"Grabner, Michael",Groin,$3.000m,$37k,1
2011/12,NY Islanders,F,"Haley, Micheal",Hand,$0.550m,$13k,2
2011/12,NY Islanders,F,"Martin, Matt",Illness,$0.853m,$21k,2
2011/12,NY Islanders,F,"Niederreiter, Nino",Concussion,$2.795m,$170k,5
2011/12,NY Islanders,F,"Pandolfo, Jay",Foot,$1.400m,$290k,17
2011/12,NY Islanders,F,"Parenteau, P.A.",Upper body,$1.250m,$15k,1
2011/12,NY Islanders,F,"Reasoner, Marty",Thumb,$1.350m,$280k,17
2011/12,NY Islanders,F,"Rolston, Brian",Concussion,$5.063m,$309k,5
2011/12,NY Islanders,F,"Rolston, Brian",Illness,$5.063m,$62k,1
2011/12,NY Islanders,F,"Ullstrom, David",Concussion,$0.892m,$98k,9
2011/12,NY Islanders,D,"Eaton, Mark",Knee,$2.500m,$396k,13
2011/12,NY Islanders,D,"Eaton, Mark",Lower body,$2.500m,$30k,1
2011/12,NY Islanders,D,"Hamonic, Travis",Facial,$0.875m,$96k,9
2011/12,NY Islanders,D,"Jurcina, Milan",Elbow,$1.600m,$39k,2
2011/12,NY Islanders,D,"Jurcina, Milan",Groin,$1.600m,$117k,6
2011/12,NY Islanders,D,"MacDonald, Colin",Leg,$0.550m,$47k,7
2011/12,NY Islanders,D,"Mottau, Mike",Concussion,$0.800m,$234k,24
2011/12,NY Islanders,D,"Reese, Dylan",Flu,$0.635m,$15k,2
2011/12,NY Islanders,D,"Reese, Dylan",Knee,$0.635m,$85k,11
2011/12,NY Islanders,D,"Staios, Steve",Flu,$1.600m,$20k,1
2011/12,NY Islanders,D,"Staios, Steve",Head,$1.600m,$137k,7
2011/12,NY Islanders,D,"Staios, Steve",Lower body,$1.600m,$20k,1
2011/12,NY Islanders,G,"DiPietro, Rick",Concussion,$4.500m,$220k,4
2011/12,NY Islanders,G,"DiPietro, Rick",Groin,$4.500m,"$3,183k",58
2011/12,NY Islanders,G,"Montoya, Al",Concussion,$0.601m,$88k,12
2011/12,NY Islanders,G,"Montoya, Al",Hamstring,$0.601m,$22k,3
2011/12,NY Islanders,G,"Montoya, Al",Upper body,$0.601m,$44k,6
2011/12,NY Islanders,G,"Nabokov, Evgeni",Flu,$0.570m,$28k,4
2011/12,NY Islanders,G,"Nabokov, Evgeni",Groin,$0.570m,$7k,1
2011/12,NY Islanders,G,"Nabokov, Evgeni",Groin,$0.570m,$76k,11
2011/12,NY Islanders,G,"Nabokov, Evgeni",Lower body,$0.570m,$21k,3
2011/12,NY Islanders,G,"Nabokov, Evgeni",Lower body,$0.570m,$42k,6
2011/12,NY Rangers,F,"Anisimov, Artem",Illness,$1.875m,$23k,1
2011/12,NY Rangers,F,"Anisimov, Artem",Upper body,$1.875m,$46k,2
2011/12,NY Rangers,F,"Callahan, Ryan",Foot,$4.275m,$156k,6
2011/12,NY Rangers,F,"Dubinsky, Brandon",Shoulder,$4.200m,$154k,3
2011/12,NY Rangers,F,"Dubinsky, Brandon",Sinus,$4.200m,$102k,2
2011/12,NY Rangers,F,"Fedotenko, Ruslan",Back,$1.400m,$17k,1
2011/12,NY Rangers,F,"Fedotenko, Ruslan",Head,$1.400m,$102k,6
2011/12,NY Rangers,F,"Rupp, Mike",Knee,$1.500m,$402k,22
2011/12,NY Rangers,F,"Wolski, Wojtek",Groin,$3.800m,$232k,5
2011/12,NY Rangers,F,"Wolski, Wojtek",Groin,$3.800m,"$1,205k",26
2011/12,NY Rangers,F,"Zuccarello, Mats",Wrist,$1.750m,$171k,8
2011/12,NY Rangers,D,"Del Zotto, Michael",Hip,$1.088m,$13k,1
2011/12,NY Rangers,D,"Del Zotto, Michael",Hip,$1.088m,$53k,4
2011/12,NY Rangers,D,"Eminger, Steve",Shoulder,$0.800m,$205k,21
2011/12,NY Rangers,D,"Eminger, Steve",Undisclosed,$0.800m,$117k,12
2011/12,NY Rangers,D,"Sauer, Michael",Concussion,$1.250m,$884k,58
2011/12,NY Rangers,D,"Sauer, Michael",Shoulder,$1.250m,$76k,5
2011/12,NY Rangers,D,"Staal, Marc",Concussion,$3.975m,"$1,745k",36
2011/12,NY Rangers,D,"Woywitka, Jeff",Foot,$0.650m,$32k,4
2011/12,NY Rangers,D,"Woywitka, Jeff",Foot,$0.650m,$119k,15
2011/12,NY Rangers,G,"Biron, Martin",Flu,$0.875m,$11k,1
2011/12,NY Rangers,G,"Lundqvist, Henrik",Flu,$6.875m,$168k,2
2011/12,Ottawa,F,"Alfredsson, Daniel",Concussion,$4.875m,$297k,5
2011/12,Ottawa,F,"Alfredsson, Daniel",Flu,$4.875m,$59k,1
2011/12,Ottawa,F,"Alfredsson, Daniel",Hip,$4.875m,$59k,1
2011/12,Ottawa,F,"Butler, Bobby",Groin,$1.050m,$90k,7
2011/12,Ottawa,F,"Filatov, Nikita",Nose,$2.196m,$27k,1
2011/12,Ottawa,F,"Michalek, Milan",Concussion,$4.333m,$264k,5
2011/12,Ottawa,F,"Neil, Chris",Ankle,$2.000m,$220k,9
2011/12,Ottawa,F,"Neil, Chris",Upper body,$2.000m,$24k,1
2011/12,Ottawa,F,"O'Brien, Jim",Upper body,$0.817m,$10k,1
2011/12,Ottawa,F,"Regin, Peter",Shoulder,$1.000m,$24k,2
2011/12,Ottawa,F,"Regin, Peter",Shoulder,$1.000m,$268k,22
2011/12,Ottawa,F,"Regin, Peter",Shoulder,$1.000m,$585k,48
2011/12,Ottawa,F,"Spezza, Jason",Flu,$7.000m,$85k,1
2011/12,Ottawa,F,"Winchester, Jesse",Concussion,$0.750m,$402k,44
2011/12,Ottawa,F,"Winchester, Jesse",Shoulder,$0.750m,$55k,6
2011/12,Ottawa,D,"Carkner, Matt",Knee,$0.700m,$230k,27
2011/12,Ottawa,D,"Gonchar, Sergei",Ankle,$5.500m,$67k,1
2011/12,Ottawa,D,"Gonchar, Sergei",Head,$5.500m,$134k,2
2011/12,Ottawa,D,"Gonchar, Sergei",Lower body,$5.500m,$67k,1
2011/12,Ottawa,D,"Gonchar, Sergei",Upper body,$5.500m,$268k,4
2011/12,Ottawa,D,"Karlsson, Erik",Upper body,$1.300m,$16k,1
2011/12,Ottawa,D,"Kuba, Filip",Upper body,$3.700m,$406k,9
2011/12,Ottawa,D,"Lee, Brian",Lower body,$0.875m,$64k,6
2011/12,Ottawa,D,"Phillips, Chris",Concussion,$3.083m,$38k,1
2011/12,Ottawa,D,"Phillips, Chris",Undisclosed,$3.083m,$38k,1
2011/12,Ottawa,G,"Anderson, Craig",Finger,$3.188m,$467k,12
2011/12,Ottawa,G,"Auld, Alex",Undisclosed,$1.000m,$37k,3
