Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed
2017/18,Anaheim,D,"Fowler, Cam",Lower body,$4.000m,$585k,12
2017/18,Anaheim,D,"Fowler, Cam",Shoulder,$4.000m,$146k,3
2017/18,Anaheim,D,"Lindholm, Hampus",Shoulder,$5.206m,$444k,7
2017/18,Anaheim,D,"Lindholm, Hampus",Undisclosed,$5.206m,$63k,1
2017/18,Anaheim,D,"Lindholm, Hampus",Upper body,$5.206m,$317k,5
2017/18,Anaheim,D,"Manson, Josh",Upper body,$0.825m,$20k,2
2017/18,Anaheim,D,"Montour, Brandon",Elbow,$0.925m,$11k,1
2017/18,Anaheim,D,"Vatanen, Sami",Shoulder,$4.875m,$535k,9
2017/18,Anaheim,G,"Gibson, John",Concussion,$2.300m,$28k,1
2017/18,Anaheim,G,"Gibson, John",Lower body,$2.300m,$84k,3
2017/18,Anaheim,G,"Gibson, John",Lower body,$2.300m,$112k,4
2017/18,Anaheim,G,"Gibson, John",Upper body,$2.300m,$84k,3
2017/18,Anaheim,G,"Miller, Ryan",Lower body,$2.000m,$122k,5
2017/18,Anaheim,G,"Miller, Ryan",Upper body,$2.000m,$220k,9
2017/18,Arizona,F,"Dauphin, Laurent",Lower body,$0.894m,$164k,15
2017/18,Arizona,F,"Dvorak, Christian",Lower body,$1.107m,$54k,4
2017/18,Arizona,F,"Fischer, Christian",Lower body,$1.076m,$13k,1
2017/18,Arizona,F,"Martinook, Jordan",Lower body,$1.800m,$22k,1
2017/18,Arizona,F,"Panik, Richard",Lower body,$2.800m,$68k,2
2017/18,Arizona,F,"Perlini, Brendan",Upper body,$1.363m,$100k,6
2017/18,Arizona,F,"Richardson, Brad",Lower body,$2.083m,$51k,2
2017/18,Arizona,F,"Richardson, Brad",Upper body,$2.083m,$102k,4
2017/18,Arizona,F,"Rinaldo, Zac",Illness,$0.700m,$17k,2
2017/18,Arizona,F,"Rinaldo, Zac",Upper body,$0.700m,$60k,7
2017/18,Arizona,F,"Bolland, Dave",Lower body,$5.500m,"$5,500k",82
2017/18,Arizona,D,"Chychrun, Jakob",Illness,$1.350m,$16k,1
2017/18,Arizona,D,"Chychrun, Jakob",Knee,$1.350m,$477k,29
2017/18,Arizona,D,"Chychrun, Jakob",Lower body,$1.350m,$33k,2
2017/18,Arizona,D,"Connauton, Kevin",Lower body,$1.000m,$24k,2
2017/18,Arizona,D,"Connauton, Kevin",Undisclosed,$1.000m,$12k,1
2017/18,Arizona,D,"Demers, Jason",Upper body,$3.938m,$144k,3
2017/18,Arizona,D,"Demers, Jason",Upper body,$3.938m,$480k,10
2017/18,Arizona,D,"Goligoski, Alex",Illness,$5.475m,$67k,1
2017/18,Arizona,D,"Hjalmarsson, Niklas",Lower body,$4.100m,$400k,8
2017/18,Arizona,D,"Hjalmarsson, Niklas",Upper body,$4.100m,$500k,10
2017/18,Arizona,D,"Hjalmarsson, Niklas",Upper body,$4.100m,$800k,16
2017/18,Arizona,G,"Raanta, Antti",Lower body,$1.000m,$61k,5
2017/18,Arizona,G,"Raanta, Antti",Lower body,$1.000m,$110k,9
2017/18,Arizona,G,"Raanta, Antti",Upper body,$1.000m,$12k,1
2017/18,Arizona,G,"Raanta, Antti",Upper body,$1.000m,$73k,6
2017/18,Boston,F,"Acciari, Noel",Finger,$0.725m,$115k,13
2017/18,Boston,F,"Acciari, Noel",Lower body,$0.725m,$62k,7
2017/18,Boston,F,"Acciari, Noel",Upper body,$0.725m,$9k,1
2017/18,Boston,F,"Backes, David",Colon,$6.000m,$878k,12
2017/18,Boston,F,"Backes, David",Illness,$6.000m,$366k,5
2017/18,Boston,F,"Backes, David",Knee,$6.000m,$366k,5
2017/18,Boston,F,"Bergeron, Patrice",Foot,$6.875m,"$1,090k",13
2017/18,Boston,F,"Bergeron, Patrice",Lower body,$6.875m,$419k,5
2017/18,Boston,F,"Bjork, Anders",Shoulder,$1.067m,$442k,34
2017/18,Boston,F,"Bjork, Anders",Undisclosed,$1.067m,$91k,7
2017/18,Boston,F,"Cehlarik, Peter",Leg,$0.925m,$180k,16
2017/18,Boston,F,"Czarnik, Austin",Illness,$0.675m,$8k,1
2017/18,Boston,F,"DeBrusk, Jake",Upper body,$1.288m,$47k,3
2017/18,Boston,F,"DeBrusk, Jake",Upper body,$1.288m,$126k,8
2017/18,Boston,F,"Krejci, David",Back,$7.250m,$973k,11
2017/18,Boston,F,"Krejci, David",Upper body,$7.250m,$88k,1
2017/18,Boston,F,"Krejci, David",Upper body,$7.250m,$530k,6
2017/18,Boston,F,"Kuraly, Sean",Upper body,$0.925m,$79k,7
2017/18,Boston,F,"Marchand, Brad",Undisclosed,$6.125m,$448k,6
2017/18,Boston,F,"Marchand, Brad",Upper body,$6.125m,$75k,1
2017/18,Boston,F,"Marchand, Brad",Upper body,$6.125m,$149k,2
2017/18,Boston,F,"Nash, Rick",Upper body,$3.900m,$571k,12
2017/18,Boston,F,"Nash, Riley",Head,$0.900m,$55k,5
2017/18,Boston,F,"Nash, Riley",Illness,$0.900m,$11k,1
2017/18,Boston,F,"Spooner, Ryan",Groin,$2.825m,$34k,1
2017/18,Boston,F,"Spooner, Ryan",Groin,$2.825m,$482k,14
2017/18,Boston,F,"Spooner, Ryan",Illness,$2.825m,$34k,1
2017/18,Boston,F,"Spooner, Ryan",Lower body,$2.825m,$138k,4
2017/18,Boston,F,"Vatrano, Frank",Lower body,$0.925m,$79k,7
2017/18,Boston,F,"Wingels, Tommy",Hand,$0.750m,$18k,2
2017/18,Boston,D,"Carlo, Brandon",Lower body,$0.894m,$55k,5
2017/18,Boston,D,"Chara, Zdeno",Upper body,$4.000m,$439k,9
2017/18,Boston,D,"Grzelcyk, Matt",Lower body,$0.925m,$23k,2
2017/18,Boston,D,"Krug, Torey",Jaw,$5.250m,$64k,1
2017/18,Boston,D,"Krug, Torey",Upper body,$5.250m,$128k,2
2017/18,Boston,D,"Krug, Torey",Upper body,$5.250m,$192k,3
2017/18,Boston,D,"McAvoy, Charlie",Heart,$1.258m,$61k,4
2017/18,Boston,D,"McAvoy, Charlie",Knee,$1.258m,$230k,15
2017/18,Boston,D,"McQuaid, Adam",Leg,$2.750m,"$1,207k",36
2017/18,Boston,D,"Miller, Kevan",Hand,$2.500m,$30k,1
2017/18,Boston,D,"Miller, Kevan",Illness,$2.500m,$91k,3
2017/18,Boston,D,"Miller, Kevan",Upper body,$2.500m,$274k,9
2017/18,Boston,G,"Khudobin, Anton",Lower body,$1.200m,$59k,4
2017/18,Boston,G,"Rask, Tuukka",Concussion,$7.000m,$171k,2
2017/18,Buffalo,F,"Bailey, Justin",Lower body,$0.894m,$55k,5
2017/18,Buffalo,F,"Criscuolo, Kyle",Upper body,$0.650m,$87k,11
2017/18,Buffalo,F,"Eichel, Jack",Ankle,$3.775m,$691k,15
2017/18,Buffalo,F,"Girgensons, Zemgus",Facial,$1.600m,$59k,3
2017/18,Buffalo,F,"Girgensons, Zemgus",Illness,$1.600m,$20k,1
2017/18,Buffalo,F,"Girgensons, Zemgus",Lower body,$1.600m,$59k,3
2017/18,Buffalo,F,"Girgensons, Zemgus",Undisclosed,$1.600m,$39k,2
2017/18,Buffalo,F,"Griffith, Seth",Upper body,$0.650m,$48k,6
2017/18,Buffalo,F,"Josefson, Jacob",Ankle,$0.700m,$77k,9
2017/18,Buffalo,F,"Josefson, Jacob",Ankle,$0.700m,$128k,15
2017/18,Buffalo,F,"Josefson, Jacob",Lower body,$0.700m,$60k,7
2017/18,Buffalo,F,"Josefson, Jacob",Lower body,$0.700m,$102k,12
2017/18,Buffalo,F,"Okposo, Kyle",Concussion,$6.000m,$220k,3
2017/18,Buffalo,F,"Okposo, Kyle",Illness,$6.000m,$146k,2
2017/18,Buffalo,F,"Rodrigues, Evan",Hand,$0.650m,$143k,18
2017/18,Buffalo,F,"Rodrigues, Evan",Ribs,$0.650m,$40k,5
2017/18,Buffalo,D,"Antipin, Victor",Concussion,$1.775m,$87k,4
2017/18,Buffalo,D,"Antipin, Victor",Illness,$1.775m,$130k,6
2017/18,Buffalo,D,"Beaulieu, Nathan",Illness,$2.400m,$29k,1
2017/18,Buffalo,D,"Beaulieu, Nathan",Illness,$2.400m,$59k,2
2017/18,Buffalo,D,"Beaulieu, Nathan",Illness,$2.400m,$146k,5
2017/18,Buffalo,D,"Beaulieu, Nathan",Upper body,$2.400m,$117k,4
2017/18,Buffalo,D,"Beaulieu, Nathan",Upper body,$2.400m,$205k,7
2017/18,Buffalo,D,"Bogosian, Zach",Lower body,$5.143m,"$1,568k",25
2017/18,Buffalo,D,"Bogosian, Zach",Lower body,$5.143m,"$2,446k",39
2017/18,Buffalo,D,"Falk, Justin",Undisclosed,$0.650m,$95k,12
2017/18,Buffalo,D,"Fedun, Taylor",Lower body,$0.650m,$174k,22
2017/18,Buffalo,D,"Gorges, Josh",Illness,$3.900m,$143k,3
2017/18,Buffalo,D,"Gorges, Josh",Lower body,$3.900m,$380k,8
2017/18,Buffalo,D,"Guhle, Brendan",Upper body,$0.888m,$11k,1
2017/18,Buffalo,D,"McCabe, Jake",Shoulder,$1.600m,$429k,22
2017/18,Buffalo,D,"McCabe, Jake",Thumb,$1.600m,$137k,7
2017/18,Buffalo,D,"Nelson, Casey",Lower body,$0.650m,$8k,1
2017/18,Buffalo,D,"Ristolainen, Rasmus",Upper body,$5.400m,$593k,9
2017/18,Buffalo,D,"Tennyson, Matt",Foot,$0.650m,$87k,11
2017/18,Buffalo,G,"Johnson, Chad",Head,$2.500m,$61k,2
2017/18,Buffalo,G,"Lehner, Robin",Lower body,$4.000m,$49k,1
2017/18,Buffalo,G,"Lehner, Robin",Lower body,$4.000m,$244k,5
2017/18,Buffalo,G,"Lehner, Robin",Undisclosed,$4.000m,$195k,4
2017/18,Buffalo,G,"Ullmark, Linus",Undisclosed,$0.750m,$64k,7
2017/18,Calgary,F,"Brouwer, Troy",Facial,$4.500m,$329k,6
2017/18,Calgary,F,"Ferland, Micheal",Lower body,$1.750m,$21k,1
2017/18,Calgary,F,"Ferland, Micheal",Lower body,$1.750m,$85k,4
2017/18,Calgary,F,"Frolik, Michael",Jaw,$4.300m,$629k,12
2017/18,Calgary,F,"Hrivik, Marek",Undisclosed,$0.650m,$190k,24
2017/18,Calgary,F,"Jagr, Jaromir",Groin,$2.000m,$244k,10
2017/18,Calgary,F,"Jagr, Jaromir",Lower body,$2.000m,$24k,1
2017/18,Calgary,F,"Jagr, Jaromir",Lower body,$2.000m,$49k,2
2017/18,Calgary,F,"Jagr, Jaromir",Lower body,$2.000m,$122k,5
2017/18,Calgary,F,"Jagr, Jaromir",Lower body,$2.000m,$146k,6
2017/18,Calgary,F,"Monahan, Sean",Flu,$6.375m,$78k,1
2017/18,Calgary,F,"Monahan, Sean",Wrist,$6.375m,$544k,7
2017/18,Calgary,F,"Shore, Nick",Illness,$0.925m,$11k,1
2017/18,Calgary,F,"Tkachuk, Matthew",Upper body,$1.775m,$260k,12
2017/18,Calgary,F,"Versteeg, Kris",Hip,$1.750m,$149k,7
2017/18,Calgary,F,"Versteeg, Kris",Hip,$1.750m,"$1,046k",49
2017/18,Calgary,D,"Brodie, T.J.",Upper body,$4.650m,$510k,9
2017/18,Calgary,D,"Hamonic, Travis",Lower body,$3.857m,$47k,1
2017/18,Calgary,D,"Hamonic, Travis",Lower body,$3.857m,$141k,3
2017/18,Calgary,D,"Hamonic, Travis",Upper body,$3.857m,$188k,4
2017/18,Calgary,G,"Smith, Mike",Groin,$4.250m,$674k,13
2017/18,Calgary,G,"Smith, Mike",Undisclosed,$4.250m,$52k,1
2017/18,Carolina,F,"Aho, Sebastian",Concussion,$1.775m,$87k,4
2017/18,Carolina,F,"Jooris, Josh",Lower body,$0.775m,$9k,1
2017/18,Carolina,F,"Kruger, Marcus",Flu,$3.083m,$38k,1
2017/18,Carolina,F,"Kruger, Marcus",Lower body,$3.083m,$150k,4
2017/18,Carolina,F,"Lindholm, Elias",Illness,$2.700m,$33k,1
2017/18,Carolina,F,"McGinn, Brock",Undisclosed,$0.888m,$11k,1
2017/18,Carolina,F,"Nordstrom, Joakim",Illness,$1.275m,$16k,1
2017/18,Carolina,F,"Nordstrom, Joakim",Upper body,$1.275m,$62k,4
2017/18,Carolina,F,"Rask, Victor",Shoulder,$4.000m,$439k,9
2017/18,Carolina,F,"Ryan, Derek",Upper body,$1.425m,$35k,2
2017/18,Carolina,F,"Stempniak, Lee",Hip,$2.500m,$457k,15
2017/18,Carolina,F,"Stempniak, Lee",Upper body,$2.500m,$793k,26
2017/18,Carolina,D,"Faulk, Justin",Undisclosed,$4.833m,$177k,3
2017/18,Carolina,D,"Faulk, Justin",Upper body,$4.833m,$177k,3
2017/18,Carolina,D,"Hanifin, Noah",Concussion,$1.775m,$65k,3
2017/18,Carolina,D,"Pesce, Brett",Concussion,$0.925m,$34k,3
2017/18,Carolina,D,"Pesce, Brett",Shoulder,$0.925m,$102k,9
2017/18,Carolina,D,"Pesce, Brett",Upper body,$0.925m,$56k,5
2017/18,Carolina,D,"van Riemsdyk, Trevor",Concussion,$0.825m,$30k,3
2017/18,Chicago,F,"Anisimov, Artem",Upper body,$4.550m,$555k,10
2017/18,Chicago,F,"Duclair, Anthony",Lower body,$1.200m,$190k,13
2017/18,Chicago,F,"Hartman, Ryan",Upper body,$0.863m,$11k,1
2017/18,Chicago,F,"Hayden, John",Upper body,$0.925m,$68k,6
2017/18,Chicago,F,"Highmore, Matthew",Undisclosed,$0.925m,$11k,1
2017/18,Chicago,F,"Jurco, Tomas",Illness,$0.800m,$20k,2
2017/18,Chicago,F,"Kero, Tanner",Undisclosed,$0.750m,$9k,1
2017/18,Chicago,F,"Schmaltz, Nick",Upper body,$1.542m,$75k,4
2017/18,Chicago,F,"Toews, Jonathan",Upper body,$10.500m,"$1,024k",8
2017/18,Chicago,F,"Tootoo, Jordin",Upper body,$0.700m,$205k,24
2017/18,Chicago,F,"Hossa, Marian",Skin infection,$5.275m,"$5,275k",82
2017/18,Chicago,D,"Forsling, Gustav",Head,$0.925m,$34k,3
2017/18,Chicago,D,"Franson, Cody",Upper body,$1.000m,$85k,7
2017/18,Chicago,D,"Kempny, MIchal",Illness,$0.900m,$11k,1
2017/18,Chicago,D,"Rozsival, Michal",Upper body,$0.650m,$650k,82
2017/18,Chicago,D,"Rutta, Jan",Lower body,$1.350m,$66k,4
2017/18,Chicago,D,"Rutta, Jan",Undisclosed,$1.350m,$132k,8
2017/18,Chicago,D,"Rutta, Jan",Upper body,$1.350m,$49k,3
2017/18,Chicago,G,"Crawford, Corey",Undisclosed,$6.000m,$220k,3
2017/18,Chicago,G,"Crawford, Corey",Upper body,$6.000m,"$3,439k",47
2017/18,Chicago,G,"Forsberg, Anton",Lower body,$0.750m,$46k,5
2017/18,Colorado,F,"Andrighetto, Sven",Leg,$1.400m,$478k,28
2017/18,Colorado,F,"Andrighetto, Sven",Lower body,$1.400m,$51k,3
2017/18,Colorado,F,"Bourque, Gabriel",Upper body,$0.750m,$18k,2
2017/18,Colorado,F,"Comeau, Blake",Upper body,$2.400m,$88k,3
2017/18,Colorado,F,"Compher, J.T.",Flu,$1.000m,$12k,1
2017/18,Colorado,F,"Compher, J.T.",Thumb,$1.000m,$73k,6
2017/18,Colorado,F,"Compher, J.T.",Upper body,$1.000m,$73k,6
2017/18,Colorado,F,"Grimaldi, Rocco",Illness,$0.750m,$9k,1
2017/18,Colorado,F,"Jost, Tyson",Knee,$1.673m,$41k,2
2017/18,Colorado,F,"Jost, Tyson",Leg,$1.673m,$20k,1
2017/18,Colorado,F,"Jost, Tyson",Lower body,$1.673m,$163k,8
2017/18,Colorado,F,"Kamenev, Vladislav",Arm,$0.894m,$589k,54
2017/18,Colorado,F,"Kerfoot, Alexander",Leg,$1.138m,$42k,3
2017/18,Colorado,F,"MacKinnon, Nathan",Upper body,$6.300m,$615k,8
2017/18,Colorado,F,"Nieto, Matt",Lower body,$1.000m,$12k,1
2017/18,Colorado,F,"Nieto, Matt",Undisclosed,$1.000m,$24k,2
2017/18,Colorado,F,"Rantanen, Mikko",Lower body,$1.628m,$20k,1
2017/18,Colorado,F,"Soderberg, Carl",Illness,$4.750m,$116k,2
2017/18,Colorado,F,"Wilson, Colin",Concussion,$3.938m,$384k,8
2017/18,Colorado,F,"Wilson, Colin",Flu,$3.938m,$192k,4
2017/18,Colorado,F,"Wilson, Colin",Hip,$3.938m,$144k,3
2017/18,Colorado,F,"Wilson, Colin",Hip,$3.938m,$288k,6
2017/18,Colorado,F,"Wilson, Colin",Lower body,$3.938m,$240k,5
2017/18,Colorado,F,"Yakupov, Nail",Illness,$0.875m,$32k,3
2017/18,Colorado,D,"Barberio, Mark",Lower body,$0.750m,$302k,33
2017/18,Colorado,D,"Barrie, Tyson",Hand,$5.500m,$872k,13
2017/18,Colorado,D,"Barrie, Tyson",Upper body,$5.500m,$67k,1
2017/18,Colorado,D,"Bigras, Chris",Illness,$0.863m,$11k,1
2017/18,Colorado,D,"Johnson, Erik",Undisclosed,$6.000m,$366k,5
2017/18,Colorado,D,"Johnson, Erik",Upper body,$6.000m,$951k,13
2017/18,Colorado,D,"Lindholm, Anton",Jaw,$0.925m,$102k,9
2017/18,Colorado,D,"Lindholm, Anton",Upper body,$0.925m,$56k,5
2017/18,Colorado,D,"Nemeth, Patrik",Lower body,$0.945m,$12k,1
2017/18,Colorado,D,"Nemeth, Patrik",Lower body,$0.945m,$138k,12
2017/18,Colorado,D,"Nemeth, Patrik",Shoulder,$0.945m,$12k,1
2017/18,Colorado,G,"Bernier, Jonathan",Concussion,$2.750m,$268k,8
2017/18,Colorado,G,"Bernier, Jonathan",Infection,$2.750m,$101k,3
2017/18,Colorado,G,"Bernier, Jonathan",Neck,$2.750m,$168k,5
2017/18,Colorado,G,"Hammond, Andrew",Concussion,$1.350m,$198k,12
2017/18,Colorado,G,"Varlamov, Semyon",Groin,$5.900m,$720k,10
2017/18,Colorado,G,"Varlamov, Semyon",Illness,$5.900m,$72k,1
2017/18,Colorado,G,"Varlamov, Semyon",Illness,$5.900m,$216k,3
2017/18,Colorado,G,"Varlamov, Semyon",Knee,$5.900m,$288k,4
2017/18,Columbus,F,"Anderson, Josh",Knee,$1.850m,$384k,17
2017/18,Columbus,F,"Atkinson, Cam",Foot,$3.500m,$470k,11
2017/18,Columbus,F,"Atkinson, Cam",Lower body,$3.500m,$171k,4
2017/18,Columbus,F,"Calvert, Matt",Illness,$2.200m,$27k,1
2017/18,Columbus,F,"Calvert, Matt",Upper body,$2.200m,$322k,12
2017/18,Columbus,F,"Dalpe, Zac",Upper body,$0.725m,$27k,3
2017/18,Columbus,F,"Dubinsky, Brandon",Orbital bone,$5.850m,"$1,284k",18
2017/18,Columbus,F,"Foligno, Nick",Lower body,$5.500m,$268k,4
2017/18,Columbus,F,"Foligno, Nick",Lower body,$5.500m,$402k,6
2017/18,Columbus,F,"Jenner, Boone",Back,$2.900m,$248k,7
2017/18,Columbus,F,"Milano, Sonny",Oblique,$1.263m,$200k,13
2017/18,Columbus,F,"Schroeder, Jordan",Upper body,$0.650m,$32k,4
2017/18,Columbus,F,"Sedlak, Lukas",Ankle,$0.825m,$131k,13
2017/18,Columbus,F,"Sedlak, Lukas",Head,$0.825m,$70k,7
2017/18,Columbus,F,"Wennberg, Alexander",Back,$4.900m,$478k,8
2017/18,Columbus,F,"Wennberg, Alexander",Upper body,$4.900m,$60k,1
2017/18,Columbus,F,"Wennberg, Alexander",Upper body,$4.900m,$359k,6
2017/18,Columbus,D,"Carlsson, Gabriel",Upper body,$0.894m,$109k,10
2017/18,Columbus,D,"Harrington, Scott",Illness,$0.675m,$25k,3
2017/18,Columbus,D,"Jones, Seth",Upper body,$5.400m,$198k,3
2017/18,Columbus,D,"Kukan, Dean",Upper body,$0.700m,$102k,12
2017/18,Columbus,D,"Murray, Ryan",Undisclosed,$2.825m,$69k,2
2017/18,Columbus,D,"Murray, Ryan",Upper body,$2.825m,"$1,171k",34
2017/18,Columbus,D,"Nutivaara, Markus",Upper body,$0.925m,$23k,2
2017/18,Columbus,D,"Nutivaara, Markus",Upper body,$0.925m,$34k,3
2017/18,Columbus,D,"Nutivaara, Markus",Upper body,$0.925m,$124k,11
2017/18,Columbus,D,"Werenski, Zach",Undisclosed,$1.775m,$87k,4
2017/18,Columbus,G,"Bobrovsky, Sergei",Illness,$7.425m,$91k,1
2017/18,Dallas,F,"Elie, Remi",Illness,$0.894m,$22k,2
2017/18,Dallas,F,"Elie, Remi",Lower body,$0.894m,$11k,1
2017/18,Dallas,F,"Faksa, Radek",Foot,$2.200m,$54k,2
2017/18,Dallas,F,"Faksa, Radek",Lower body,$2.200m,$27k,1
2017/18,Dallas,F,"Hanzal, Martin",Back,$4.750m,"$1,274k",22
2017/18,Dallas,F,"Hanzal, Martin",Hamstring,$4.750m,$405k,7
2017/18,Dallas,F,"Hanzal, Martin",Hand,$4.750m,$116k,2
2017/18,Dallas,F,"Hanzal, Martin",Lower body,$4.750m,$58k,1
2017/18,Dallas,F,"Hanzal, Martin",Lower body,$4.750m,$174k,3
2017/18,Dallas,F,"Hanzal, Martin",Lower body,$4.750m,$290k,5
2017/18,Dallas,F,"Hanzal, Martin",Soreness,$4.750m,$58k,1
2017/18,Dallas,F,"Hanzal, Martin",Undisclosed,$4.750m,$174k,3
2017/18,Dallas,F,"Janmark, Mattias",Illness,$0.700m,$9k,1
2017/18,Dallas,F,"Pitlick, Tyler",Undisclosed,$1.000m,$24k,2
2017/18,Dallas,F,"Ritchie, Brett",Lower body,$1.750m,$21k,1
2017/18,Dallas,F,"Ritchie, Brett",Upper body,$1.750m,$64k,3
2017/18,Dallas,F,"Roussel, Antoine",Back,$2.000m,$24k,1
2017/18,Dallas,F,"Roussel, Antoine",Elbow,$2.000m,$49k,2
2017/18,Dallas,F,"Roussel, Antoine",Flu,$2.000m,$98k,4
2017/18,Dallas,F,"Roussel, Antoine",Illness,$2.000m,$49k,2
2017/18,Dallas,F,"Spezza, Jason",Back,$7.500m,$274k,3
2017/18,Dallas,D,"Hamhuis, Dan",Groin,$3.750m,$91k,2
2017/18,Dallas,D,"Honka, Julius",Upper body,$1.363m,$17k,1
2017/18,Dallas,D,"Johns, Stephen",Concussion,$0.725m,$27k,3
2017/18,Dallas,D,"Johns, Stephen",Upper body,$0.725m,$35k,4
2017/18,Dallas,D,"Lindell, Esa",Illness,$2.200m,$54k,2
2017/18,Dallas,D,"Methot, Marc",Hand,$4.900m,$239k,4
2017/18,Dallas,D,"Methot, Marc",Knee,$4.900m,$896k,15
2017/18,Dallas,D,"Methot, Marc",Knee,$4.900m,"$1,554k",26
2017/18,Dallas,D,"Methot, Marc",Lower body,$4.900m,$60k,1
2017/18,Dallas,G,"Bishop, Ben",Back,$4.917m,$60k,1
2017/18,Dallas,G,"Bishop, Ben",Facial,$4.917m,$60k,1
2017/18,Dallas,G,"Bishop, Ben",Lower body,$4.917m,$300k,5
2017/18,Dallas,G,"Bishop, Ben",Lower body,$4.917m,$540k,9
2017/18,Detroit,F,"Abdelkader, Justin",Cheek,$4.250m,$52k,1
2017/18,Detroit,F,"Abdelkader, Justin",Lower body,$4.250m,$311k,6
2017/18,Detroit,F,"Athanasiou, Andreas",Illness,$1.388m,$17k,1
2017/18,Detroit,F,"Booth, David",Groin,$0.700m,$9k,1
2017/18,Detroit,F,"Frk, Martin",Groin,$0.650m,$63k,8
2017/18,Detroit,F,"Glendening, Luke",Hand,$1.800m,$263k,12
2017/18,Detroit,F,"Glendening, Luke",Upper body,$1.800m,$22k,1
2017/18,Detroit,F,"Helm, Darren",Lower body,$3.850m,$282k,6
2017/18,Detroit,F,"Helm, Darren",Undisclosed,$3.850m,$47k,1
2017/18,Detroit,F,"Mantha, Anthony",Groin,$0.863m,$21k,2
2017/18,Detroit,F,"Nielsen, Frans",Upper body,$5.250m,$192k,3
2017/18,Detroit,F,"Franzen, Johan",Concussion,$3.955m,"$3,955k",82
2017/18,Detroit,D,"Daley, Trevor",Lower body,$3.167m,$116k,3
2017/18,Detroit,D,"Daley, Trevor",Upper body,$3.167m,$77k,2
2017/18,Detroit,D,"DeKeyser, Danny",Ankle,$5.000m,"$1,037k",17
2017/18,Detroit,D,"Ericsson, Jonathan",Illness,$4.250m,$52k,1
2017/18,Detroit,D,"Green, Mike",Lower body,$6.000m,$512k,7
2017/18,Detroit,D,"Green, Mike",Neck,$6.000m,$659k,9
2017/18,Detroit,D,"Kronwall, Niklas",Groin,$4.750m,$174k,3
2017/18,Detroit,G,"Coreau, Jared",Illness,$0.613m,$7k,1
2017/18,Detroit,G,"Howard, Jimmy",Lower body,$5.292m,$65k,1
2017/18,Edmonton,F,"Caggiula, Drake",Foot,$1.350m,$49k,3
2017/18,Edmonton,F,"Caggiula, Drake",Illness,$1.350m,$16k,1
2017/18,Edmonton,F,"Caggiula, Drake",Mouth,$1.350m,$16k,1
2017/18,Edmonton,F,"Caggiula, Drake",Undisclosed,$1.350m,$82k,5
2017/18,Edmonton,F,"Cammalleri, Mike",Undisclosed,$1.200m,$59k,4
2017/18,Edmonton,F,"Draisaitl, Leon",Concussion,$8.500m,$415k,4
2017/18,Edmonton,F,"Kassian, Zack",Leg,$1.950m,$24k,1
2017/18,Edmonton,F,"Kassian, Zack",Undisclosed,$1.950m,$119k,5
2017/18,Edmonton,F,"Khaira, Jujhar",Lower body,$0.675m,$16k,2
2017/18,Edmonton,F,"Khaira, Jujhar",Upper body,$0.675m,$8k,1
2017/18,Edmonton,F,"Maroon, Patrick",Lower body,$1.500m,$37k,2
2017/18,Edmonton,F,"Nugent-Hopkins, Ryan",Lower body,$6.000m,$146k,2
2017/18,Edmonton,F,"Nugent-Hopkins, Ryan",Upper body,$6.000m,"$1,317k",18
2017/18,Edmonton,F,"Slepyshev, Anton",Groin,$1.525m,$149k,8
2017/18,Edmonton,F,"Slepyshev, Anton",Lower body,$1.525m,$37k,2
2017/18,Edmonton,D,"Auvitu, Yohann",Foot,$0.700m,$17k,2
2017/18,Edmonton,D,"Benning, Matt",Illness,$1.075m,$13k,1
2017/18,Edmonton,D,"Benning, Matt",Illness,$1.075m,$26k,2
2017/18,Edmonton,D,"Benning, Matt",Upper body,$1.075m,$26k,2
2017/18,Edmonton,D,"Klefbom, Oscar",Flu,$4.167m,$51k,1
2017/18,Edmonton,D,"Klefbom, Oscar",Shoulder,$4.167m,$152k,3
2017/18,Edmonton,D,"Klefbom, Oscar",Shoulder,$4.167m,$508k,10
2017/18,Edmonton,D,"Klefbom, Oscar",Undisclosed,$4.167m,$102k,2
2017/18,Edmonton,D,"Larsson, Adam",Upper body,$4.167m,$407k,8
2017/18,Edmonton,D,"Russell, Kris",Hand,$4.000m,$98k,2
2017/18,Edmonton,D,"Russell, Kris",Undisclosed,$4.000m,$98k,2
2017/18,Edmonton,D,"Sekera, Andrej",Facial,$5.500m,$470k,7
2017/18,Edmonton,D,"Sekera, Andrej",Foot,$5.500m,$134k,2
2017/18,Edmonton,D,"Sekera, Andrej",Knee,$5.500m,$134k,2
2017/18,Edmonton,D,"Sekera, Andrej",Knee,$5.500m,"$2,280k",34
2017/18,Edmonton,G,"Montoya, Al",Undisclosed,$1.063m,$26k,2
2017/18,Edmonton,G,"Montoya, Al",Upper body,$1.063m,$39k,3
2017/18,Edmonton,G,"Talbot, Cam",Illness,$4.167m,$51k,1
2017/18,Edmonton,G,"Talbot, Cam",Upper body,$4.167m,$356k,7
2017/18,Florida,F,"Barkov, Aleksander",Upper body,$5.900m,$72k,1
2017/18,Florida,F,"Barkov, Aleksander",Upper body,$5.900m,$144k,2
2017/18,Florida,F,"Brickley, Connor",Upper body,$0.750m,$27k,3
2017/18,Florida,F,"Dadonov, Evgeni",Shoulder,$4.000m,$390k,8
